station,lat,lon,date,global_radiation_flux,temperature,relative_humidity,precipitation,wind_speed
SANPANCRAZIO,44.80806,10.27245,2023-06-01T05:30:00Z,232,290.23,80,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T05:45:00Z,276,290.78,79,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-01T06:00:00Z,320,291.5,78,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-01T06:15:00Z,363,292.29,75,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-06-01T06:30:00Z,410,292.78,73,0.0,1.4
SANPANCRAZIO,44.80806,10.27245,2023-06-01T06:45:00Z,456,293.27,73,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-01T07:00:00Z,500,293.76,70,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-01T07:15:00Z,541,294.5,65,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T07:30:00Z,580,295.33,61,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-06-01T07:45:00Z,628,295.54,58,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-06-01T08:00:00Z,664,295.95,57,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-06-01T08:15:00Z,699,296.3,56,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-06-01T08:30:00Z,731,296.31,56,0.0,1.4
SANPANCRAZIO,44.80806,10.27245,2023-06-01T08:45:00Z,757,296.88,55,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-01T09:00:00Z,786,296.77,54,0.0,1.7
SANPANCRAZIO,44.80806,10.27245,2023-06-01T09:15:00Z,808,297.12,53,0.0,2.0
SANPANCRAZIO,44.80806,10.27245,2023-06-01T09:30:00Z,847,297.52,53,0.0,2.0
SANPANCRAZIO,44.80806,10.27245,2023-06-01T09:45:00Z,805,297.62,52,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-01T10:00:00Z,632,297.9,52,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T10:15:00Z,243,297.08,52,0.0,0.8
SANPANCRAZIO,44.80806,10.27245,2023-06-01T10:30:00Z,238,297.03,54,0.0,1.3
SANPANCRAZIO,44.80806,10.27245,2023-06-01T10:45:00Z,785,297.46,54,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-06-01T11:00:00Z,366,297.83,51,0.0,2.3
SANPANCRAZIO,44.80806,10.27245,2023-06-01T11:15:00Z,565,297.61,51,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-01T11:30:00Z,878,298.94,49,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T11:45:00Z,292,298.41,49,0.0,2.8
SANPANCRAZIO,44.80806,10.27245,2023-06-01T12:00:00Z,568,298.44,48,0.0,2.3
SANPANCRAZIO,44.80806,10.27245,2023-06-01T12:15:00Z,684,298.54,48,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-01T12:30:00Z,703,298.94,47,0.0,2.1
SANPANCRAZIO,44.80806,10.27245,2023-06-01T12:45:00Z,872,299.44,46,0.0,2.2
SANPANCRAZIO,44.80806,10.27245,2023-06-01T13:00:00Z,844,299.71,44,0.0,2.4
SANPANCRAZIO,44.80806,10.27245,2023-06-01T13:15:00Z,819,299.8,44,0.0,2.4
SANPANCRAZIO,44.80806,10.27245,2023-06-01T13:30:00Z,796,300.1,42,0.0,2.3
SANPANCRAZIO,44.80806,10.27245,2023-06-01T13:45:00Z,749,300.23,43,0.0,2.3
SANPANCRAZIO,44.80806,10.27245,2023-06-01T14:00:00Z,730,300.29,43,0.0,3.4
SANPANCRAZIO,44.80806,10.27245,2023-06-01T14:15:00Z,681,300.44,41,0.0,2.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T14:30:00Z,661,300.21,41,0.0,2.8
SANPANCRAZIO,44.80806,10.27245,2023-06-01T14:45:00Z,618,300.24,41,0.0,3.0
SANPANCRAZIO,44.80806,10.27245,2023-06-01T15:00:00Z,579,300.38,41,0.0,2.2
SANPANCRAZIO,44.80806,10.27245,2023-06-01T15:15:00Z,449,300.21,41,0.0,2.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T15:30:00Z,507,300.32,41,0.0,3.0
SANPANCRAZIO,44.80806,10.27245,2023-06-01T15:45:00Z,489,300.36,41,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T16:00:00Z,436,300.4,42,0.0,2.1
SANPANCRAZIO,44.80806,10.27245,2023-06-01T16:15:00Z,407,300.37,42,0.0,2.3
SANPANCRAZIO,44.80806,10.27245,2023-06-01T16:30:00Z,350,300.38,42,0.0,2.1
SANPANCRAZIO,44.80806,10.27245,2023-06-01T16:45:00Z,273,300.1,42,0.0,1.7
SANPANCRAZIO,44.80806,10.27245,2023-06-01T17:00:00Z,228,299.89,42,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T17:15:00Z,187,299.87,41,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-01T17:30:00Z,149,299.75,42,0.0,1.4
SANPANCRAZIO,44.80806,10.27245,2023-06-01T17:45:00Z,112,299.61,45,0.0,0.8
SANPANCRAZIO,44.80806,10.27245,2023-06-01T18:00:00Z,79,299.19,47,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T18:15:00Z,51,298.97,49,0.0,0.6
SANPANCRAZIO,44.80806,10.27245,2023-06-01T18:30:00Z,29,298.11,53,0.0,0.6
SANPANCRAZIO,44.80806,10.27245,2023-06-01T18:45:00Z,12,297.29,54,0.0,0.8
SANPANCRAZIO,44.80806,10.27245,2023-06-01T19:00:00Z,3,296.37,58,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T19:15:00Z,0,295.23,62,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-06-01T19:30:00Z,0,294.05,65,0.0,1.3
SANPANCRAZIO,44.80806,10.27245,2023-06-01T19:45:00Z,0,293.5,67,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T20:00:00Z,0,292.98,69,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-01T20:15:00Z,0,292.82,70,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-01T20:30:00Z,0,292.98,72,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-01T20:45:00Z,0,293.27,69,0.0,2.3
SANPANCRAZIO,44.80806,10.27245,2023-06-01T21:00:00Z,0,293.21,69,0.0,2.6
SANPANCRAZIO,44.80806,10.27245,2023-06-01T21:15:00Z,0,293.17,69,0.0,2.8
SANPANCRAZIO,44.80806,10.27245,2023-06-01T21:30:00Z,0,293.16,68,0.0,2.8
SANPANCRAZIO,44.80806,10.27245,2023-06-01T21:45:00Z,0,293.02,68,0.0,3.1
SANPANCRAZIO,44.80806,10.27245,2023-06-01T22:00:00Z,0,292.91,69,0.0,3.5
SANPANCRAZIO,44.80806,10.27245,2023-06-01T22:15:00Z,0,292.8,69,0.0,3.2
SANPANCRAZIO,44.80806,10.27245,2023-06-01T22:30:00Z,0,292.65,69,0.0,3.5
SANPANCRAZIO,44.80806,10.27245,2023-06-01T22:45:00Z,0,292.48,70,0.0,3.4
SANPANCRAZIO,44.80806,10.27245,2023-06-01T23:00:00Z,0,292.32,70,0.0,3.3
SANPANCRAZIO,44.80806,10.27245,2023-06-01T23:15:00Z,0,292.29,70,0.0,3.5
SANPANCRAZIO,44.80806,10.27245,2023-06-01T23:30:00Z,0,292.24,69,0.0,3.5
SANPANCRAZIO,44.80806,10.27245,2023-06-01T23:45:00Z,0,292.11,70,0.0,3.7
SANPANCRAZIO,44.80806,10.27245,2023-06-02T00:00:00Z,0,292.01,70,0.0,3.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T00:15:00Z,0,292.0,70,0.0,3.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T00:30:00Z,0,291.76,71,0.0,2.6
SANPANCRAZIO,44.80806,10.27245,2023-06-02T00:45:00Z,0,291.09,76,0.0,2.0
SANPANCRAZIO,44.80806,10.27245,2023-06-02T01:00:00Z,0,290.76,79,0.0,1.3
SANPANCRAZIO,44.80806,10.27245,2023-06-02T01:15:00Z,0,290.33,82,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T01:30:00Z,0,290.01,84,0.0,2.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T01:45:00Z,0,289.97,85,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T02:00:00Z,0,289.89,85,0.0,2.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T02:15:00Z,1,289.66,85,0.0,3.0
SANPANCRAZIO,44.80806,10.27245,2023-06-02T02:30:00Z,0,289.9,84,0.0,3.0
SANPANCRAZIO,44.80806,10.27245,2023-06-02T02:45:00Z,0,290.07,82,0.0,2.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T03:00:00Z,1,289.85,82,0.0,2.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T03:15:00Z,0,289.89,82,0.0,2.6
SANPANCRAZIO,44.80806,10.27245,2023-06-02T03:30:00Z,0,289.77,82,0.0,2.4
SANPANCRAZIO,44.80806,10.27245,2023-06-02T03:45:00Z,3,289.71,83,0.0,2.6
SANPANCRAZIO,44.80806,10.27245,2023-06-02T04:00:00Z,12,289.52,84,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T04:15:00Z,31,289.5,84,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T04:30:00Z,60,289.58,85,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T04:45:00Z,90,289.74,85,0.0,1.7
SANPANCRAZIO,44.80806,10.27245,2023-06-02T05:00:00Z,123,290.04,84,0.0,2.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T05:15:00Z,157,290.46,82,0.0,2.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T05:30:00Z,201,290.94,81,0.0,2.7
SANPANCRAZIO,44.80806,10.27245,2023-06-02T05:45:00Z,244,291.51,79,0.0,2.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T06:00:00Z,285,292.25,77,0.0,2.3
SANPANCRAZIO,44.80806,10.27245,2023-06-02T06:15:00Z,332,292.94,75,0.0,2.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T06:30:00Z,386,293.54,72,0.0,2.7
SANPANCRAZIO,44.80806,10.27245,2023-06-02T06:45:00Z,431,294.27,70,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T07:00:00Z,476,294.76,69,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T07:15:00Z,520,295.18,67,0.0,2.3
SANPANCRAZIO,44.80806,10.27245,2023-06-02T07:30:00Z,560,295.71,66,0.0,2.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T07:45:00Z,605,296.05,64,0.0,2.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T08:00:00Z,642,296.19,64,0.0,2.7
SANPANCRAZIO,44.80806,10.27245,2023-06-02T08:15:00Z,682,296.54,64,0.0,2.6
SANPANCRAZIO,44.80806,10.27245,2023-06-02T08:30:00Z,716,297.04,62,0.0,2.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T08:45:00Z,742,297.55,60,0.0,2.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T09:00:00Z,767,297.82,59,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T09:15:00Z,787,298.03,58,0.0,2.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T09:30:00Z,802,298.42,57,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T09:45:00Z,817,298.78,55,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T10:00:00Z,837,298.89,53,0.0,2.0
SANPANCRAZIO,44.80806,10.27245,2023-06-02T10:15:00Z,847,299.44,53,0.0,2.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T10:30:00Z,861,299.73,51,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T10:45:00Z,872,299.9,48,0.0,2.1
SANPANCRAZIO,44.80806,10.27245,2023-06-02T11:00:00Z,880,300.22,49,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T11:15:00Z,833,300.72,48,0.0,2.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T11:30:00Z,921,300.77,46,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T11:45:00Z,934,301.3,45,0.0,2.1
SANPANCRAZIO,44.80806,10.27245,2023-06-02T12:00:00Z,910,301.29,43,0.0,2.1
SANPANCRAZIO,44.80806,10.27245,2023-06-02T12:15:00Z,842,301.3,44,0.0,2.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T12:30:00Z,827,301.26,42,0.0,2.4
SANPANCRAZIO,44.80806,10.27245,2023-06-02T12:45:00Z,919,301.64,41,0.0,2.0
SANPANCRAZIO,44.80806,10.27245,2023-06-02T13:00:00Z,871,302.06,40,0.0,3.1
SANPANCRAZIO,44.80806,10.27245,2023-06-02T13:15:00Z,827,301.89,39,0.0,1.3
SANPANCRAZIO,44.80806,10.27245,2023-06-02T13:30:00Z,812,302.18,39,0.0,2.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T13:45:00Z,814,302.17,38,0.0,2.0
SANPANCRAZIO,44.80806,10.27245,2023-06-02T14:00:00Z,787,302.29,38,0.0,2.0
SANPANCRAZIO,44.80806,10.27245,2023-06-02T14:15:00Z,753,302.96,37,0.0,2.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T14:30:00Z,729,302.76,40,0.0,4.7
SANPANCRAZIO,44.80806,10.27245,2023-06-02T14:45:00Z,597,300.89,46,0.0,6.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T15:00:00Z,595,300.27,47,0.0,6.3
SANPANCRAZIO,44.80806,10.27245,2023-06-02T15:15:00Z,508,299.81,48,0.0,6.3
SANPANCRAZIO,44.80806,10.27245,2023-06-02T15:30:00Z,336,299.45,48,0.0,5.4
SANPANCRAZIO,44.80806,10.27245,2023-06-02T15:45:00Z,294,298.94,50,0.0,5.4
SANPANCRAZIO,44.80806,10.27245,2023-06-02T16:00:00Z,294,298.43,52,0.0,5.3
SANPANCRAZIO,44.80806,10.27245,2023-06-02T16:15:00Z,308,298.44,51,0.0,5.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T16:30:00Z,325,298.48,52,0.0,4.7
SANPANCRAZIO,44.80806,10.27245,2023-06-02T16:45:00Z,311,298.4,51,0.0,5.1
SANPANCRAZIO,44.80806,10.27245,2023-06-02T17:00:00Z,183,298.1,52,0.0,4.6
SANPANCRAZIO,44.80806,10.27245,2023-06-02T17:15:00Z,167,297.71,53,0.0,3.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T17:30:00Z,185,298.13,54,0.0,3.1
SANPANCRAZIO,44.80806,10.27245,2023-06-02T17:45:00Z,143,298.0,55,0.0,3.1
SANPANCRAZIO,44.80806,10.27245,2023-06-02T18:00:00Z,95,297.7,55,0.0,3.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T18:15:00Z,57,297.08,57,0.0,3.4
SANPANCRAZIO,44.80806,10.27245,2023-06-02T18:30:00Z,30,296.39,60,0.0,2.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T18:45:00Z,13,295.87,61,0.0,2.3
SANPANCRAZIO,44.80806,10.27245,2023-06-02T19:00:00Z,2,295.35,63,0.0,0.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T19:15:00Z,0,294.63,65,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T19:30:00Z,0,294.38,66,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-06-02T19:45:00Z,0,294.18,67,0.0,0.4
SANPANCRAZIO,44.80806,10.27245,2023-06-02T20:00:00Z,0,293.52,69,0.0,0.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T20:15:00Z,0,292.42,75,0.0,2.1
SANPANCRAZIO,44.80806,10.27245,2023-06-02T20:30:00Z,0,292.65,76,0.0,2.4
SANPANCRAZIO,44.80806,10.27245,2023-06-02T20:45:00Z,0,291.94,79,0.0,2.1
SANPANCRAZIO,44.80806,10.27245,2023-06-02T21:00:00Z,0,291.64,81,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-02T21:15:00Z,0,292.14,79,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T21:30:00Z,0,291.99,78,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T21:45:00Z,0,291.97,79,0.0,1.4
SANPANCRAZIO,44.80806,10.27245,2023-06-02T22:00:00Z,0,291.91,78,0.0,1.4
SANPANCRAZIO,44.80806,10.27245,2023-06-02T22:15:00Z,0,291.7,78,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-02T22:30:00Z,0,291.86,78,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T22:45:00Z,0,291.59,78,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T23:00:00Z,0,291.79,78,0.0,2.0
SANPANCRAZIO,44.80806,10.27245,2023-06-02T23:15:00Z,0,292.11,76,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-06-02T23:30:00Z,0,291.41,79,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-02T23:45:00Z,0,291.2,81,0.0,3.2
SANPANCRAZIO,44.80806,10.27245,2023-06-03T00:00:00Z,0,291.58,79,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-06-03T00:15:00Z,0,291.56,80,0.0,2.1
SANPANCRAZIO,44.80806,10.27245,2023-06-03T00:30:00Z,0,291.56,81,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-06-03T00:45:00Z,0,291.37,82,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-06-03T01:00:00Z,0,291.14,84,0.0,0.8
SANPANCRAZIO,44.80806,10.27245,2023-06-03T01:15:00Z,0,290.99,84,0.0,0.4
SANPANCRAZIO,44.80806,10.27245,2023-06-03T01:30:00Z,0,290.81,85,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-06-03T01:45:00Z,0,291.19,84,0.0,1.7
SANPANCRAZIO,44.80806,10.27245,2023-06-03T02:00:00Z,0,291.34,84,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-06-03T02:15:00Z,0,291.31,84,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T02:30:00Z,0,291.26,85,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-06-03T02:45:00Z,0,291.12,86,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T03:00:00Z,1,291.12,86,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-06-03T03:15:00Z,1,290.99,89,1.7,1.7
SANPANCRAZIO,44.80806,10.27245,2023-06-03T03:30:00Z,0,290.38,96,4.3,1.6
SANPANCRAZIO,44.80806,10.27245,2023-06-03T03:45:00Z,0,289.9,100,2.3,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-03T04:00:00Z,0,289.87,100,1.5,1.8
SANPANCRAZIO,44.80806,10.27245,2023-06-03T04:15:00Z,1,289.79,100,0.3,1.2
SANPANCRAZIO,44.80806,10.27245,2023-06-03T04:30:00Z,5,289.72,100,0.8,1.6
SANPANCRAZIO,44.80806,10.27245,2023-06-03T04:45:00Z,13,289.65,100,0.2,0.6
SANPANCRAZIO,44.80806,10.27245,2023-06-03T05:00:00Z,28,289.64,100,0.1,1.7
SANPANCRAZIO,44.80806,10.27245,2023-06-03T05:15:00Z,44,289.73,100,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-06-03T05:30:00Z,68,289.95,100,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-06-03T05:45:00Z,100,290.21,100,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T06:00:00Z,124,290.42,100,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-06-03T06:15:00Z,148,290.44,100,0.0,1.3
SANPANCRAZIO,44.80806,10.27245,2023-06-03T06:30:00Z,192,290.72,100,0.0,0.8
SANPANCRAZIO,44.80806,10.27245,2023-06-03T06:45:00Z,298,291.34,100,0.0,0.7
SANPANCRAZIO,44.80806,10.27245,2023-06-03T07:00:00Z,404,292.01,96,0.0,1.1
SANPANCRAZIO,44.80806,10.27245,2023-06-03T07:15:00Z,531,292.98,89,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-06-03T07:30:00Z,621,293.72,77,0.0,1.1
SANPANCRAZIO,44.80806,10.27245,2023-06-03T07:45:00Z,759,294.84,74,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-06-03T08:00:00Z,451,295.06,67,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-06-03T08:15:00Z,484,295.13,65,0.0,0.8
SANPANCRAZIO,44.80806,10.27245,2023-06-03T08:30:00Z,921,296.02,62,0.0,1.1
SANPANCRAZIO,44.80806,10.27245,2023-06-03T08:45:00Z,954,296.34,61,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-06-03T09:00:00Z,883,296.98,60,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T09:15:00Z,456,296.43,61,0.0,2.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T09:30:00Z,536,295.45,70,0.0,4.0
SANPANCRAZIO,44.80806,10.27245,2023-06-03T09:45:00Z,465,295.31,72,0.0,3.1
SANPANCRAZIO,44.80806,10.27245,2023-06-03T10:00:00Z,593,295.5,72,0.0,2.8
SANPANCRAZIO,44.80806,10.27245,2023-06-03T10:15:00Z,949,296.23,71,0.0,3.0
SANPANCRAZIO,44.80806,10.27245,2023-06-03T10:30:00Z,907,296.99,67,0.0,3.0
SANPANCRAZIO,44.80806,10.27245,2023-06-03T10:45:00Z,763,296.77,67,0.0,3.1
SANPANCRAZIO,44.80806,10.27245,2023-06-03T11:00:00Z,708,296.89,67,0.0,3.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T11:15:00Z,794,297.1,66,0.0,3.6
SANPANCRAZIO,44.80806,10.27245,2023-06-03T11:30:00Z,725,296.95,66,0.0,3.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T11:45:00Z,699,297.05,65,0.0,3.3
SANPANCRAZIO,44.80806,10.27245,2023-06-03T12:00:00Z,892,297.5,65,0.0,3.1
SANPANCRAZIO,44.80806,10.27245,2023-06-03T12:15:00Z,929,297.71,63,0.0,2.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T12:30:00Z,874,298.08,63,0.0,2.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T12:45:00Z,769,298.43,62,0.0,2.9
SANPANCRAZIO,44.80806,10.27245,2023-06-03T13:00:00Z,878,298.48,61,0.0,2.2
SANPANCRAZIO,44.80806,10.27245,2023-06-03T13:15:00Z,446,298.43,61,0.0,2.4
SANPANCRAZIO,44.80806,10.27245,2023-06-03T13:30:00Z,160,297.52,63,0.0,2.0
SANPANCRAZIO,44.80806,10.27245,2023-06-03T13:45:00Z,79,296.95,64,0.0,2.9
SANPANCRAZIO,44.80806,10.27245,2023-06-03T14:00:00Z,23,294.64,65,0.0,5.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T14:15:00Z,38,293.01,78,0.0,3.0
SANPANCRAZIO,44.80806,10.27245,2023-06-03T14:30:00Z,39,291.75,85,0.2,2.3
SANPANCRAZIO,44.80806,10.27245,2023-06-03T14:45:00Z,35,291.09,92,0.1,2.3
SANPANCRAZIO,44.80806,10.27245,2023-06-03T15:00:00Z,34,290.91,95,0.0,1.9
SANPANCRAZIO,44.80806,10.27245,2023-06-03T15:15:00Z,36,290.84,96,0.0,1.1
SANPANCRAZIO,44.80806,10.27245,2023-06-03T15:30:00Z,42,290.91,97,0.0,1.3
SANPANCRAZIO,44.80806,10.27245,2023-06-03T15:45:00Z,60,291.1,96,0.1,1.3
SANPANCRAZIO,44.80806,10.27245,2023-06-03T16:00:00Z,88,291.46,96,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T16:15:00Z,141,291.91,97,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-06-03T16:30:00Z,194,292.45,95,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-06-03T16:45:00Z,176,293.11,92,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-06-03T17:00:00Z,151,293.27,91,0.0,1.1
SANPANCRAZIO,44.80806,10.27245,2023-06-03T17:15:00Z,137,293.52,92,0.0,1.3
SANPANCRAZIO,44.80806,10.27245,2023-06-03T17:30:00Z,134,293.72,92,0.0,1.4
SANPANCRAZIO,44.80806,10.27245,2023-06-03T17:45:00Z,133,293.97,92,0.0,1.4
SANPANCRAZIO,44.80806,10.27245,2023-06-03T18:00:00Z,96,294.33,92,0.0,1.3
SANPANCRAZIO,44.80806,10.27245,2023-06-03T18:15:00Z,51,294.39,91,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-06-03T18:30:00Z,34,294.19,91,0.0,0.7
