station,lat,lon,date,global_radiation_flux,temperature,relative_humidity,precipitation,wind_speed
SANPANCRAZIO,44.80806,10.27245,2023-07-01T00:00:00Z,0,291.34,100,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-07-01T00:15:00Z,0,291.29,100,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-07-01T00:30:00Z,0,291.26,100,0.0,1.1
SANPANCRAZIO,44.80806,10.27245,2023-07-01T00:45:00Z,0,291.22,100,0.0,1.3
SANPANCRAZIO,44.80806,10.27245,2023-07-01T01:00:00Z,0,291.14,100,0.0,1.3
SANPANCRAZIO,44.80806,10.27245,2023-07-01T01:15:00Z,0,291.13,100,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-07-01T01:30:00Z,0,291.13,100,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-07-01T01:45:00Z,0,291.13,100,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-07-01T02:00:00Z,0,291.1,100,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-07-01T02:15:00Z,0,290.97,100,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-07-01T02:30:00Z,0,290.72,100,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-07-01T02:45:00Z,0,290.63,100,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-07-01T03:00:00Z,0,290.64,100,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-07-01T03:15:00Z,0,290.75,100,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-07-01T03:30:00Z,0,290.68,100,0.0,0.9
SANPANCRAZIO,44.80806,10.27245,2023-07-01T03:45:00Z,1,290.52,100,0.0,0.7
SANPANCRAZIO,44.80806,10.27245,2023-07-01T04:00:00Z,4,290.67,100,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-07-01T04:15:00Z,12,290.98,100,0.0,1.0
SANPANCRAZIO,44.80806,10.27245,2023-07-01T04:30:00Z,19,291.11,100,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-07-01T04:45:00Z,29,291.2,100,0.0,1.4
SANPANCRAZIO,44.80806,10.27245,2023-07-01T05:00:00Z,52,291.27,100,0.0,2.4
SANPANCRAZIO,44.80806,10.27245,2023-07-01T05:15:00Z,85,291.25,100,0.0,2.9
SANPANCRAZIO,44.80806,10.27245,2023-07-01T05:30:00Z,95,291.37,100,0.0,2.7
SANPANCRAZIO,44.80806,10.27245,2023-07-01T05:45:00Z,109,291.45,100,0.0,2.4
SANPANCRAZIO,44.80806,10.27245,2023-07-01T06:00:00Z,81,291.46,100,0.0,1.7
SANPANCRAZIO,44.80806,10.27245,2023-07-01T06:15:00Z,53,291.49,100,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-07-01T06:30:00Z,44,291.51,100,0.0,1.2
SANPANCRAZIO,44.80806,10.27245,2023-07-01T06:45:00Z,83,291.56,100,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-07-01T07:00:00Z,141,291.74,100,0.0,1.6
SANPANCRAZIO,44.80806,10.27245,2023-07-01T07:15:00Z,77,291.75,100,0.0,1.7
SANPANCRAZIO,44.80806,10.27245,2023-07-01T07:30:00Z,57,291.78,100,0.0,1.7
SANPANCRAZIO,44.80806,10.27245,2023-07-01T07:45:00Z,115,291.87,100,0.0,1.8
SANPANCRAZIO,44.80806,10.27245,2023-07-01T08:00:00Z,115,292.1,100,0.0,1.5
SANPANCRAZIO,44.80806,10.27245,2023-07-01T08:15:00Z,96,292.19,100,0.0,1.3
